"","family","genus","species","taxonomic_rank","taxon","lme","fao","habitat","reference_habitat","feeding_mode","reference_feeding_mode","trophic_level","level_tl","reference_tl","body_shape","fin_shape","ar","level_ar","reference_ar","offspring_size","level_offspring_size","reference_offspring_size","spawning_type","reference_spawning_type","age_maturity","level_age_maturity","reference_age_maturity","fecundity","level_fecundity","reference_fecundity","l_inf","k","level_growth","reference_growth","max_obs_length","level_length_max","reference_length_max","age_max","level_age_max","reference_age_max","temperature","reference_temperature","w_inf","reference_w_inf","natural_mortality","reference_mortality","length_maturity","reference_length_maturity"
"754","Sternoptychidae","Polyipnus","Polyipnus clarus","S","Polyipnus clarus",6,31,"bathydemersal","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.41503663566797,"genus","FishLife","short and/or deep","forked",1.81,"gen","FroesePauly2018",1.1179800200817,"fam","FishLife","non-guarder","inferred from family",1.05270956601344,"fam-FAO","FishLife",2060.4451512337,"fam-ocean","FishLife",6.72214308085615,0.779980246931197,"fam-ocean","FishLife",6,"spe","FroesePauly2018",4,"fam","FroesePauly2018",9.01546310831443,"FishLife",2.67196111381674,2.67196111381674,2.18191300649158,"FishLife",3.63537807291347,"FishLife"
"755","Sternoptychidae","Polyipnus","Polyipnus clarus","S","Polyipnus clarus",7,21,"bathydemersal","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.41503663566797,"genus","FishLife","short and/or deep","forked",1.81,"gen","FroesePauly2018",1.1179800200817,"fam","FishLife","non-guarder","inferred from family",1.05270956601344,"fam-FAO","FishLife",2060.4451512337,"fam-ocean","FishLife",6.72214308085615,0.779980246931197,"fam-ocean","FishLife",6,"spe","FroesePauly2018",4,"fam","FroesePauly2018",9.01546310831443,"FishLife",2.67196111381674,2.67196111381674,2.18191300649158,"FishLife",3.63537807291347,"FishLife"
"315","Liparidae","Careproctus","Careproctus ranula","S","Careproctus ranula",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.58213713847809,"genus","FishLife","fusiform","rounded",0.54,"gen","FroesePauly2018",3,"spe","FroesePauly2018","non-guarder","Pecuchet2017",2.42866177404125,"gen","FishLife",15,"spe-ocean","FroesePauly2018",14.1741400767556,0.446135050477905,"gen-ocean","FishLife",8,"spe","FroesePauly2018",7,"gen","FroesePauly2018",9.34840964584338,"FishLife",21.2950431402748,21.2950431402748,0.735559247826887,"FishLife",12.1763904472589,"FishLife"
"316","Liparidae","Careproctus","Careproctus ranula","S","Careproctus ranula",9,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.58213713847809,"genus","FishLife","fusiform","rounded",0.54,"gen","FroesePauly2018",3,"spe","FroesePauly2018","non-guarder","Pecuchet2017",2.42866177404125,"gen","FishLife",15,"spe-ocean","FroesePauly2018",14.1741400767556,0.446135050477905,"gen-ocean","FishLife",8,"spe","FroesePauly2018",7,"gen","FroesePauly2018",9.34840964584338,"FishLife",21.2950431402748,21.2950431402748,0.735559247826887,"FishLife",12.1763904472589,"FishLife"
"1107",NA,NA,"Hoplostethus mediterraneus",NA,NA,NA,NA,NA,NA,NA,NA,3.82761142813678,NA,"FishLife",NA,NA,NA,NA,NA,1.71278979172203,NA,"1.71278979172203",NA,NA,4.40153036313245,NA,"FishLife",12022.811946312,NA,"FishLife",25.3363641512076,0.129648463910744,NA,"FishLife",18.8760013293496,NA,"FishLife",NA,NA,NA,13.8971072014981,"FishLife",163.918564602979,163.918564602979,0.663571780499519,"FishLife",11.3649539855952,"FishLife"
"868","Zoarcidae","Melanostigma","Melanostigma atlanticum","S","Melanostigma atlanticum",7,21,"bathypelagic","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3,"spe","FroesePauly2018","eel-like","pointed",NA,"","",3.14353952889668,"fam","FishLife","guarder","Silverberg1987",1.86310492048135,"fam","FishLife",52.1077124114896,"fam","FishLife",15.1307217114868,0.325076558377798,"fam-LME","FishLife",16,"spe-FAO","FroesePauly2018",11,"fam","FroesePauly2018",12.9061054225867,"FishLife",22.1534933761029,22.1534933761029,0.986976795728602,"FishLife",8.482265485202,"FishLife"
"869","Zoarcidae","Melanostigma","Melanostigma atlanticum","S","Melanostigma atlanticum",8,21,"bathypelagic","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3,"spe","FroesePauly2018","eel-like","pointed",NA,"","",3.14353952889668,"fam","FishLife","guarder","Silverberg1987",1.86310492048135,"fam","FishLife",52.1077124114896,"fam","FishLife",15.1307217114868,0.325076558377798,"fam-LME","FishLife",16,"spe-LME","FroesePauly2018",11,"fam","FroesePauly2018",12.9061054225867,"FishLife",22.1534933761029,22.1534933761029,0.986976795728602,"FishLife",8.482265485202,"FishLife"
"870","Zoarcidae","Melanostigma","Melanostigma atlanticum","S","Melanostigma atlanticum",9,21,"bathypelagic","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3,"spe","FroesePauly2018","eel-like","pointed",NA,"","",3.14353952889668,"fam","FishLife","guarder","Silverberg1987",1.86310492048135,"fam","FishLife",52.1077124114896,"fam","FishLife",15.1307217114868,0.325076558377798,"fam-FAO","FishLife",16,"spe-LME","FroesePauly2018",11,"fam","FroesePauly2018",12.9061054225867,"FishLife",22.1534933761029,22.1534933761029,0.986976795728602,"FishLife",8.482265485202,"FishLife"
"570","Polymixiidae","Polymixia","Polymixia lowei","S","Polymixia lowei",6,21,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.01,"spe","FroesePauly2018","fusiform","forked",2.48,"spe","FroesePauly2018",1.58553356901649,"","FishLife","non-guarder","FroesePauly2018",2.37881458355143,"","FishLife",9581.69445820713,"","FishLife",33.0688249041881,0.268762108670892,"gen-FAO","FishLife",20,"spe","FroesePauly2018",14,"gen","FroesePauly2018",18.0110646483026,"FishLife",325.106054145851,325.106054145851,0.602345166829386,"FishLife",14.8918232559028,"FishLife"
"571","Polymixiidae","Polymixia","Polymixia lowei","S","Polymixia lowei",6,31,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.01,"spe","FroesePauly2018","fusiform","forked",2.48,"spe","FroesePauly2018",1.58553356901649,"","FishLife","non-guarder","FroesePauly2018",2.37881458355143,"","FishLife",9581.69445820713,"","FishLife",33.0688249041881,0.268762108670892,"gen-FAO","FishLife",20,"spe","FroesePauly2018",14,"gen","FroesePauly2018",18.0110646483026,"FishLife",325.106054145851,325.106054145851,0.602345166829386,"FishLife",14.8918232559028,"FishLife"
"572","Polymixiidae","Polymixia","Polymixia lowei","S","Polymixia lowei",7,21,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.01,"spe","FroesePauly2018","fusiform","forked",2.48,"spe","FroesePauly2018",1.58553356901649,"","FishLife","non-guarder","FroesePauly2018",2.37881458355143,"","FishLife",9581.69445820713,"","FishLife",33.0688249041881,0.268762108670892,"gen-FAO","FishLife",20,"spe","FroesePauly2018",14,"gen","FroesePauly2018",18.0110646483026,"FishLife",325.106054145851,325.106054145851,0.602345166829386,"FishLife",14.8918232559028,"FishLife"
"573","Polymixiidae","Polymixia","Polymixia lowei","S","Polymixia lowei",8,21,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.01,"spe","FroesePauly2018","fusiform","forked",2.48,"spe","FroesePauly2018",1.58553356901649,"","FishLife","non-guarder","FroesePauly2018",2.37881458355143,"","FishLife",9581.69445820713,"","FishLife",33.0688249041881,0.268762108670892,"gen-FAO","FishLife",20,"spe","FroesePauly2018",14,"gen","FroesePauly2018",18.0110646483026,"FishLife",325.106054145851,325.106054145851,0.602345166829386,"FishLife",14.8918232559028,"FishLife"
"574","Polymixiidae","Polymixia","Polymixia nobilis","S","Polymixia nobilis",6,31,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.2,"spe","FroesePauly2018","fusiform","forked",2.52,"spe","FroesePauly2018",1.69082002126102,"","FishLife","non-guarder","FroesePauly2018",2.99361996371105,"","FishLife",18551.062235397,"","FishLife",45.7099735867098,0.208302065055689,"gen-FAO","FishLife",47,"spe-ocean","FroesePauly2018",14,"spe-ocean","FroesePauly2018",17.5044267668992,"FishLife",823.725440170053,823.725440170053,0.455880588052424,"FishLife",19.6015975062034,"FishLife"
"575","Polymixiidae","Polymixia","Polymixia nobilis","S","Polymixia nobilis",7,21,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.2,"spe","FroesePauly2018","fusiform","forked",2.52,"spe","FroesePauly2018",1.69082002126102,"","FishLife","non-guarder","FroesePauly2018",2.99361996371105,"","FishLife",18551.062235397,"","FishLife",45.7099735867098,0.208302065055689,"gen-FAO","FishLife",47,"spe-ocean","FroesePauly2018",14,"spe-ocean","FroesePauly2018",17.5044267668992,"FishLife",823.725440170053,823.725440170053,0.455880588052424,"FishLife",19.6015975062034,"FishLife"
"576","Polymixiidae","Polymixia","Polymixia nobilis","S","Polymixia nobilis",8,21,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.2,"spe","FroesePauly2018","fusiform","forked",2.52,"spe","FroesePauly2018",1.69082002126102,"","FishLife","non-guarder","FroesePauly2018",2.99361996371105,"","FishLife",18551.062235397,"","FishLife",45.7099735867098,0.208302065055689,"gen-FAO","FishLife",47,"spe-ocean","FroesePauly2018",14,"spe-ocean","FroesePauly2018",17.5044267668992,"FishLife",823.725440170053,823.725440170053,0.455880588052424,"FishLife",19.6015975062034,"FishLife"
"371","Molidae","Mola","Mola mola","S","Mola mola",6,31,"pelagic","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.68,"spe","FroesePauly2018","compressiform","rounded",NA,"","",1.30422696620785,"fam","FishLife","non-guarder","FroesePauly2018",5.5294811488997,"","FishLife",3e+08,"spe","FroesePauly2018",336,0.31,"spe","FroesePauly2018",333,"spe-ocean","FroesePauly2018",NA,"","",19.3168045278678,"FishLife",246887.343904792,246887.343904792,0.118151563889101,"FishLife",91.7988784725008,"FishLife"
"372","Molidae","Mola","Mola mola","S","Mola mola",7,21,"pelagic","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.68,"spe","FroesePauly2018","compressiform","rounded",NA,"","",1.30422696620785,"fam","FishLife","non-guarder","FroesePauly2018",5.5294811488997,"","FishLife",3e+08,"spe","FroesePauly2018",336,0.31,"spe","FroesePauly2018",150,"spe-FAO","FroesePauly2018",NA,"","",19.3168045278678,"FishLife",246887.343904792,246887.343904792,0.118151563889101,"FishLife",91.7988784725008,"FishLife"
"373","Molidae","Mola","Mola mola","S","Mola mola",8,21,"pelagic","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.68,"spe","FroesePauly2018","compressiform","rounded",NA,"","",1.30422696620785,"fam","FishLife","non-guarder","FroesePauly2018",5.5294811488997,"","FishLife",3e+08,"spe","FroesePauly2018",336,0.31,"spe","FroesePauly2018",150,"spe-LME","FroesePauly2018",NA,"","",19.3168045278678,"FishLife",246887.343904792,246887.343904792,0.118151563889101,"FishLife",91.7988784725008,"FishLife"
"815","Trachichthyidae","Hoplostethus","Hoplostethus occidentalis","S","Hoplostethus occidentalis",7,21,"bathypelagic","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.6,"spe","FroesePauly2018","compressiform","forked",0.52,"spe","FroesePauly2018",1.84336938642177,"gen","FishLife","non-guarder","FroesePauly2018",4.93461358339649,"gen","FishLife",24054.8909562095,"gen","FishLife",34.5915550353429,0.120700409923922,"gen-ocean","FishLife",17,"spe","FroesePauly2018",43,"gen","FroesePauly2018",13.9313000298918,"FishLife",421.312742244188,421.312742244188,0.500476181589703,"FishLife",15.4973951100535,"FishLife"
"814","Trachichthyidae","Gephyroberyx","Gephyroberyx darwinii","S","Gephyroberyx darwinii",7,21,"benthopelagic","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.94,"spe","FroesePauly2018","compressiform","forked",1.54,"spe","FroesePauly2018",1.6490233608235,"fam","FishLife","non-guarder","FroesePauly2018",3.40982976975287,"fam","FishLife",20641.1125269622,"fam-FAO","FishLife",30.8115747577131,0.195919685587057,"fam-ocean","FishLife",60,"spe","FroesePauly2018",43,"fam","FroesePauly2018",15.8973291131531,"FishLife",294.775011456725,294.775011456725,0.593394455239812,"FishLife",14.2942755286593,"FishLife"
"417","Myliobatidae","Rhinoptera","Rhinoptera bonasus","S","Rhinoptera bonasus",6,21,"benthopelagic","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.23,"spe","FroesePauly2018","flat","pointed",NA,"","",325,"spe","Neer2005","bearer","FroesePauly2018",6,"spe","Garcia2009",1.17076744746933,"gen-ocean","FishLife",94.7237388600261,0.138981969912512,"fam-ocean","FishLife",213,"spe","FroesePauly2018",18,"spe","FroesePauly2018",14.699788089997,"FishLife",3766.17399923626,3766.17399923626,0.226351904496211,"FishLife",62.0670651599442,"FishLife"
"418","Myliobatidae","Rhinoptera","Rhinoptera bonasus","S","Rhinoptera bonasus",6,31,"benthopelagic","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.23,"spe","FroesePauly2018","flat","pointed",NA,"","",325,"spe","Neer2005","bearer","FroesePauly2018",6,"spe","Garcia2009",1.17076744746933,"gen-ocean","FishLife",94.7237388600261,0.138981969912512,"fam-ocean","FishLife",213,"spe","FroesePauly2018",18,"spe","FroesePauly2018",14.699788089997,"FishLife",3766.17399923626,3766.17399923626,0.226351904496211,"FishLife",62.0670651599442,"FishLife"
"419","Myliobatidae","Rhinoptera","Rhinoptera bonasus","S","Rhinoptera bonasus",7,21,"benthopelagic","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.23,"spe","FroesePauly2018","flat","pointed",NA,"","",325,"spe","Neer2005","bearer","FroesePauly2018",6,"spe","Garcia2009",1.17076744746933,"gen-ocean","FishLife",94.7237388600261,0.138981969912512,"fam-ocean","FishLife",213,"spe","FroesePauly2018",18,"spe","FroesePauly2018",14.699788089997,"FishLife",3766.17399923626,3766.17399923626,0.226351904496211,"FishLife",62.0670651599442,"FishLife"
"413","Myliobatidae","Aetobatus","Aetobatus narinari","S","Aetobatus narinari",6,31,"reef-associated","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.17,"spe","FroesePauly2018","flat","pointed",NA,"","",300,"spe","Compagno1999","bearer","FroesePauly2018",5.44462813071514,"fam-ocean","FishLife",3.29585368909024,"fam-ocean","FishLife",317.312740029461,0.0998444960935622,"fam-ocean","FishLife",880,"spe-ocean","FroesePauly2018",21,"fam","FroesePauly2018",19.2254561599028,"FishLife",130236.708637731,130236.708637731,0.113397521484841,"FishLife",123.473968856299,"FishLife"
"349","Macrouridae","Malacocephalus","Malacocephalus occidentalis","S","Malacocephalus occidentalis",7,21,"bathydemersal","FroesePauly2018, OBIS2018","planktivorous","FroesePauly2018",3.87,"spe","FroesePauly2018","elongated","pointed",0.21,"fam","FroesePauly2018",1.08848868995616,"fam","FishLife","non-guarder","inferred from family",14.8,"spe-ocean","FroesePauly2019",14634.3641935225,"fam-ocean","FishLife",32.2250661563559,0.194162872889746,"fam-FAO","FishLife",45,"spe","FroesePauly2018",42,"fam-LME","FroesePauly2018",12.8847353012091,"FishLife",189.553616753853,189.553616753853,0.545967913689036,"FishLife",16.9771471803575,"FishLife"
"350","Macrouridae","Malacocephalus","Malacocephalus occidentalis","S","Malacocephalus occidentalis",8,21,"bathydemersal","FroesePauly2018, OBIS2018","planktivorous","FroesePauly2018",3.87,"spe","FroesePauly2018","elongated","pointed",0.21,"fam","FroesePauly2018",1.08848868995616,"fam","FishLife","non-guarder","inferred from family",14.8,"spe-ocean","FroesePauly2019",14634.3641935225,"fam-ocean","FishLife",32.2250661563559,0.194162872889746,"fam-FAO","FishLife",45,"spe","FroesePauly2018",27,"fam","FroesePauly2018",12.8847353012091,"FishLife",189.553616753853,189.553616753853,0.545967913689036,"FishLife",16.9771471803575,"FishLife"
"1108",NA,NA,"Isurus oxyrinchus",NA,NA,NA,NA,NA,NA,NA,NA,4.50003404958291,NA,"FishLife",NA,NA,NA,NA,NA,562.884610896045,NA,"562.884610896045",NA,NA,12.0312508963137,NA,"FishLife",7.51579701557267,NA,"FishLife",379.446825677431,0.075529344817999,NA,"FishLife",348.918188320278,NA,"FishLife",NA,NA,NA,13.6838934615244,"FishLife",285081.556081408,285081.556081408,0.0797612178367995,"FishLife",225.349730582723,"FishLife"
"314","Lamnidae","Lamna","Lamna nasus","S","Lamna nasus",7,21,"pelagic","FroesePauly2018, OBIS2018","piscivorous","FroesePauly2018",4.57,"spe","FroesePauly2018","fusiform","heterocercal",3.03,"spe","FroesePauly2018",670,"spe","Aasen1963","bearer","FroesePauly2018",13.5,"spe-ocean","FroesePauly2019",3,"spe-ocean","FroesePauly2018",306,0.08,"spe-FAO","FroesePauly2018",329,"spe-LME","FroesePauly2018",30,"spe","FroesePauly2018",9.80675630072582,"FishLife",143398.375983362,143398.375983362,0.0975264182361791,"FishLife",168.829569072239,"FishLife"
"120","Carcharhinidae","Carcharhinus","Carcharhinus falciformis","S","Carcharhinus falciformis",6,21,"reef-associated","FroesePauly2018, OBIS2018","piscivorous","FroesePauly2018",4.51,"spe","FroesePauly2018","fusiform","heterocercal",2.03,"spe","FroesePauly2018",720,"spe","Branstetter1987","bearer","FroesePauly2018",10,"spe-ocean","FroesePauly2019",8,"spe-LME","FroesePauly2018",468,0.05,"spe-FAO","FroesePauly2018",350,"spe-ocean","FroesePauly2018",25,"spe","FroesePauly2018",21.0662092781047,"FishLife",197944.307663772,197944.307663772,0.103234049199569,"FishLife",208.576437522543,"FishLife"
"121","Carcharhinidae","Carcharhinus","Carcharhinus falciformis","S","Carcharhinus falciformis",6,31,"reef-associated","FroesePauly2018, OBIS2018","piscivorous","FroesePauly2018",4.51,"spe","FroesePauly2018","fusiform","heterocercal",2.03,"spe","FroesePauly2018",720,"spe","Branstetter1987","bearer","FroesePauly2018",10,"spe-ocean","FroesePauly2019",8,"spe-LME","FroesePauly2018",344,0.09,"spe-FAO","FroesePauly2018",314,"spe-FAO","FroesePauly2018",25,"spe","FroesePauly2018",21.0662092781047,"FishLife",197944.307663772,197944.307663772,0.103234049199569,"FishLife",208.576437522543,"FishLife"
"122","Carcharhinidae","Carcharhinus","Carcharhinus falciformis","S","Carcharhinus falciformis",7,21,"reef-associated","FroesePauly2018, OBIS2018","piscivorous","FroesePauly2018",4.51,"spe","FroesePauly2018","fusiform","heterocercal",2.03,"spe","FroesePauly2018",720,"spe","Branstetter1987","bearer","FroesePauly2018",10,"spe-ocean","FroesePauly2019",8,"spe-LME","FroesePauly2018",468,0.05,"spe-FAO","FroesePauly2018",350,"spe-ocean","FroesePauly2018",25,"spe","FroesePauly2018",21.0662092781047,"FishLife",197944.307663772,197944.307663772,0.103234049199569,"FishLife",208.576437522543,"FishLife"
"129","Carcharhinidae","Rhizoprionodon","Rhizoprionodon terraenovae","S","Rhizoprionodon terraenovae",6,21,"demersal","FroesePauly2018, OBIS2018","piscivorous","FroesePauly2018",4.37,"spe","FroesePauly2018","fusiform","heterocercal",1.55,"spe","FroesePauly2018",320,"spe","Márquez-Farias1998","bearer","FroesePauly2018",4,"spe-ocean","FroesePauly2019",4,"spe-LME","FroesePauly2018",119,0.26,"spe-ocean","FroesePauly2018",81,"spe-LME","FroesePauly2018",10,"spe-LME","FroesePauly2018",25.4514697356623,"FishLife",6922.26179198223,6922.26179198223,0.295056657579532,"FishLife",73.7971552318646,"FishLife"
"130","Carcharhinidae","Rhizoprionodon","Rhizoprionodon terraenovae","S","Rhizoprionodon terraenovae",6,31,"demersal","FroesePauly2018, OBIS2018","piscivorous","FroesePauly2018",4.37,"spe","FroesePauly2018","fusiform","heterocercal",1.55,"spe","FroesePauly2018",320,"spe","Márquez-Farias1998","bearer","FroesePauly2018",4,"spe-ocean","FroesePauly2019",4,"spe-LME","FroesePauly2018",129,0.19,"spe-FAO","FroesePauly2018",81,"spe-LME","FroesePauly2018",10,"spe-LME","FroesePauly2018",25.4514697356623,"FishLife",6922.26179198223,6922.26179198223,0.295056657579532,"FishLife",73.7971552318646,"FishLife"
